date, pm10, o3, no2
2015/3/5, 61, 42, 10
2015/3/6, 75, 46, 9
2015/3/7, 49, 52, 10
2015/3/8, 40, 51, 8
2015/3/9, 33, 36, 12
2015/3/10, 41, 34, 13
2015/3/11, 24, 40, 11
2015/3/12, 17, 45, 16
2015/3/13, 29, 32, 13
2015/3/14, 32, 21, 14
2015/3/15, 14, 29, 9
2015/3/16, 7, 33, 10
2015/3/17, 23, 32, 11
2015/3/18, 29, 38, 13
2015/3/19, 45, 40, 13
2015/3/20, 41, 37, 12
2015/3/21, 43, 37, 13
2015/3/22, 42, 42, 10
2015/3/23, 36, 52, 9
2015/3/24, 41, 45, 10
2015/3/25, 39, 37, 12
2015/3/26, 38, 37, 12
2015/3/27, 46, 41, 9
2015/3/28, 38, 41, 10
2015/3/29, 23, 51, 12
2015/3/30, 33, 61, 11
2015/3/31, 30, 61, 12
2015/4/1, 40, 57, 12
2014/10/2, 41, 39, 12
2014/10/3, 37, 37, 11
2014/10/4, 23, 42, 12
2014/10/5, 21, 37, 9
2014/10/6, 22, 43, 11
2014/10/7, 26, 46, 11
2014/10/8, 30, 56, 12
2014/10/9, 33, 48, 11
2014/10/10, 36, 45, 11
2014/10/11, 31, 50, 11
2014/10/12, 39, 59, 10
2014/10/13, 27, 77, 13
2014/10/14, 57, 44, 9
2014/10/15, 40, 47, 10
2014/10/16, 35, 50, 10
2014/10/17, 37, 43, 10
2014/10/18, 39, 33, 9
2014/10/19, 34, 26, 7
2014/10/20, 21, 29, 8
2014/10/21, 31, 29, 8
2014/10/22, 33, 33, 8
2014/10/23, 45, 34, 8
2014/10/24, 35, 34, 9
2014/10/25, 32, 46, 8
2014/10/26, 30, 47, 8
2014/10/27, 30, 63, 12
2014/10/28, 49, 74, 12
2014/10/29, 65, 48, 11
2014/10/30, 48, 45, 8
2014/10/31, 49, 40, 8
2014/11/1, 61, 42, 7
2014/11/2, 48, 53, 7
2014/11/3, 27, 55, 8
2014/11/4, 40, 42, 8
2014/11/5, 42, 32, 9
2014/11/6, 45, 51, 10
2014/11/7, 54, 51, 8
2014/11/8, 48, 34, 7
2014/11/9, 48, 40, 6
2014/11/10, 25, 45, 9
2014/11/11, 43, 24, 7
2014/11/12, 21, 28, 6
2014/11/13, 25, 39, 6
2014/11/14, 34, 40, 10
2014/11/15, 36, 46, 17
2014/11/16, 46, 34, 12
2014/11/17, 42, 36, 11
2014/11/18, 38, 36, 14
2014/11/19, 52, 39, 12
2014/11/20, 45, 35, 12
2014/11/21, 46, 42, 11
2014/11/22, 52, 34, 9
2014/11/23, 42, 38, 10
2014/11/24, 39, 32, 13
2014/11/25, 76, 51, 9
2014/11/26, 70, 41, 9
2014/11/27, 48, 42, 8
2014/11/28, 66, 48, 8
2014/11/29, 46, 45, 9
2014/11/30, 68, 68, 10
2014/12/1, 74, 55, 8
2014/12/2, 69, 50, 9
2014/12/3, 62, 45, 12
2014/12/4, 43, 55, 14
2014/12/5, 58, 66, 15
2014/12/6, 72, 47, 8
2014/12/7, 49, 40, 7
2014/12/8, 31, 35, 7
2014/12/9, 39, 40, 8
2014/12/10, 31, 36, 15
2014/12/11, 47, 36, 15
2014/12/12, 55, 44, 9
2014/12/13, 38, 46, 9
2014/12/14, 39, 40, 9
2014/12/15, 32, 51, 11
2014/12/16, 50, 51, 8
2014/12/17, 37, 46, 9
2014/12/18, 48, 50, 15
2014/12/19, 60, 43, 19
2014/12/20, 69, 41, 14
2014/12/21, 56, 36, 13
2014/12/22, 53, 41, 14
2014/12/23, 64, 33, 11
2014/12/24, 59, 34, 10
2014/12/25, 60, 34, 7
2014/12/26, 64, 30, 8
2014/12/27, 34, 33, 8
2014/12/28, 52, 33, 8
2014/12/29, 55, , 
2014/9/23, 36, 29, 8
2014/9/24, 33, 35, 10
2014/9/25, 29, 40, 10
2014/9/26, 37, 44, 10
2014/9/27, 39, 39, 9
2014/9/28, 34, 36, 7
2014/9/29, 30, 34, 9
2014/9/30, 35, 43, 10
2014/10/1, 39, 53, 13
2025/8/13, , 39, 
2025/8/14, , 34, 
2025/8/15, , 34, 
2025/8/17, , 27, 
2025/8/18, , 32, 
2025/8/19, , 26, 
2025/7/10, , 32, 
2025/7/29, , 25, 
2025/5/18, , 45, 
2025/6/9, , 44, 
2025/6/14, , 19, 
2025/6/15, , 20, 
2025/6/16, , 16, 
2025/6/17, , 27, 
2025/6/18, , 17, 
2025/6/28, , 26, 
2025/1/1, , 52, 
2025/1/16, , 9, 
2025/1/23, , 31, 
2025/1/28, , 55, 
2025/3/8, , 2, 
2025/3/11, , 42, 
2024/11/17, , 12, 
2024/12/17, , 31, 
2024/12/23, , 32, 
2024/7/5, , 40, 
2024/8/31, , 32, 
2024/6/7, , 43, 
2023/7/16, , 41, 3
2023/7/17, , 40, 3
2023/7/18, , 50, 3
2023/7/19, , 43, 3
2023/4/11, , 38, 5
2023/4/25, , 52, 5
2023/4/26, , 54, 7
2023/4/27, , 52, 5
2023/5/3, , 65, 
2023/2/5, , 42, 6
2023/2/12, , 55, 6
2022/10/24, , 28, 5
2022/11/11, , 50, 8
2022/11/28, , 36, 8
2022/5/21, , 91, 11
2022/1/3, , 47, 13
2022/3/16, , 48, 6
2021/10/4, , 28, 5
2021/10/8, , 46, 6
2021/10/17, , 20, 5
2021/12/15, , 33, 22
2021/12/19, , 14, 15
2021/12/20, , 28, 15
2021/12/21, , 40, 17
2021/7/5, , 40, 7
2021/7/20, , 41, 7
2021/8/1, , 43, 5
2021/8/15, , 37, 
2021/8/23, , 35, 
2021/8/27, , 29, 
2021/8/28, , 16, 
2021/8/29, , 19, 
2021/8/30, , 26, 
2021/8/31, , 36, 
2021/9/26, , 42, 9
2021/4/2, , 23, 2
2021/4/3, , 26, 3
2021/4/4, , 32, 3
2021/4/5, , 41, 3
2021/4/6, , 38, 5
2021/4/7, , 37, 7
2021/4/8, , 43, 15
2021/4/9, , 44, 8
2021/4/10, , 41, 13
2021/4/11, , 41, 11
2021/4/12, , 41, 11
2021/4/28, , 47, 6
2021/4/29, , 43, 7
2021/4/30, , 40, 6
2021/5/1, , 23, 7
2021/5/2, , 38, 5
2021/5/3, , 35, 4
2021/5/4, , 38, 8
2021/1/5, , 37, 24
2021/1/6, , 39, 20
2021/1/7, , 26, 20
2021/1/8, , 28, 20
2021/1/9, , 32, 12
2021/1/10, , 24, 12
2021/1/11, , 24, 9
2021/1/12, , 22, 15
2021/1/13, , 26, 14
2021/1/14, , 25, 19
2021/1/15, , 20, 21
2021/1/16, , 33, 18
2021/1/17, , 35, 15
2021/1/18, , 30, 13
2021/1/19, , 28, 13
2021/1/20, , 33, 9
2021/1/21, , 29, 16
2021/1/22, , 28, 22
2021/1/23, , 34, 22
2021/1/24, , 36, 17
2021/1/25, , 33, 16
2021/1/26, , 28, 16
2021/1/27, , 31, 14
2021/1/28, , 33, 5
2021/1/29, , 28, 17
2021/1/30, , 34, 23
2021/1/31, , 41, 14
2021/2/1, , 34, 5
2021/2/2, , 26, 11
2021/2/3, , 30, 18
2021/2/4, , 30, 19
2021/2/5, , 43, 19
2021/2/6, , 38, 18
2021/2/7, , 29, 8
2021/2/8, , 37, 17
2021/2/9, , 33, 17
2021/2/10, , 37, 13
2021/2/11, , 30, 14
2021/2/12, , 26, 8
2021/2/13, , 19, 5
2021/2/14, , 31, 8
2021/2/15, , 32, 10
2021/2/16, , 31, 15
2021/2/17, , 34, 
2021/2/23, , 44, 11
2021/2/24, , 40, 14
2021/2/25, , 36, 16
2021/2/26, , 32, 16
2021/2/27, , 38, 18
2021/2/28, , 40, 13
2021/3/1, , 39, 15
2021/3/2, , 44, 7
2021/3/3, , 39, 12
2021/3/4, , 40, 18
2021/3/5, , 47, 22
2021/3/6, , 42, 6
2021/3/7, , 34, 8
2021/3/8, , 36, 8
2021/3/9, , 37, 10
2021/3/10, , 34, 13
2021/3/11, , 36, 14
2021/3/12, , 37, 13
2021/3/13, , 40, 11
2021/3/14, , 42, 11
2021/3/15, , 34, 9
2021/3/16, , 33, 12
2021/3/17, , 32, 13
2021/3/18, , 32, 6
2021/3/19, , 37, 9
2021/3/20, , 38, 9
2021/3/21, , 38, 6
2021/3/22, , 35, 12
2021/3/23, , 30, 9
2021/3/24, , 25, 9
2021/3/25, , 28, 12
2021/3/26, , 31, 14
2021/3/27, , 35, 16
2021/3/28, , 42, 9
2021/3/29, , 40, 6
2021/3/30, , 33, 10
2021/3/31, , 45, 9
2021/4/1, , 39, 3
2020/10/2, , 41, 8
2020/10/3, , 33, 9
2020/10/4, , 38, 6
2020/10/5, , 23, 10
2020/10/6, , 41, 12
2020/10/7, , 39, 13
2020/10/8, , 48, 12
2020/10/9, , 43, 15
2020/10/10, , 48, 12
2020/10/11, , 57, 10
2020/10/12, , 46, 10
2020/10/13, , 38, 11
2020/10/14, , 32, 8
2020/10/15, , 35, 11
2020/10/16, , 32, 9
2020/10/17, , 26, 7
2020/10/18, , 34, 6
2020/10/19, , 34, 8
2020/10/20, , 32, 9
2020/10/21, , 36, 7
2020/10/22, , 37, 9
2020/10/23, , 33, 14
2020/10/24, , 41, 13
2020/10/25, , 32, 11
2020/10/26, , 36, 19
2020/10/27, , 43, 17
2020/10/28, , 42, 18
2020/10/29, , 35, 14
2020/10/30, , 46, 8
2020/10/31, , 35, 11
2020/11/1, , 40, 6
2020/11/2, , 26, 5
2020/11/3, , 27, 7
2020/11/4, , 32, 8
2020/11/5, , 28, 7
2020/11/6, , 31, 11
2020/11/7, , 37, 17
2020/11/8, , 41, 18
2020/11/9, , 39, 22
2020/11/10, , 42, 24
2020/11/11, , 42, 28
2020/11/12, , 40, 26
2020/11/13, , 46, 26
2020/11/14, , 45, 24
2020/11/15, , 46, 14
2020/11/16, , 38, 6
2020/11/17, , 23, 6
2020/11/18, , 20, 6
2020/11/19, , 26, 8
2020/11/20, , 26, 9
2020/11/21, , 22, 7
2020/11/22, , 21, 6
2020/11/23, , 27, 10
2020/11/24, , 29, 20
2020/11/25, , 36, 24
2020/11/26, , 49, 26
2020/11/27, , 48, 28
2020/11/28, , 51, 26
2020/11/29, , 47, 20
2020/11/30, , 43, 7
2020/12/1, , 28, 11
2020/12/2, , 32, 16
2020/12/3, , 35, 12
2020/12/4, , 26, 12
2020/12/5, , 20, 9
2020/12/6, , 25, 10
2020/12/7, , 21, 8
2020/12/8, , 22, 12
2020/12/9, , 25, 13
2020/12/10, , 32, 19
2020/12/11, , 34, 16
2020/12/12, , 30, 16
2020/12/13, , 31, 13
2020/12/14, , 26, 9
2020/12/15, , 31, 15
2020/12/16, , 24, 17
2020/12/17, , 27, 16
2020/12/18, , 31, 15
2020/12/19, , 31, 19
2020/12/20, , 35, 15
2020/12/21, , 33, 16
2020/12/22, , 35, 22
2020/12/23, , 37, 23
2020/12/24, , 37, 15
2020/12/25, , 34, 6
2020/12/26, , 18, 16
2020/12/27, , 33, 16
2020/12/28, , 33, 19
2020/12/29, , 33, 21
2020/12/30, , 35, 14
2020/12/31, , 29, 4
2021/1/1, , 26, 11
2021/1/2, , 27, 16
2021/1/3, , 34, 18
2021/1/4, , 37, 21
2020/7/2, , 46, 7
2020/7/3, , 44, 9
2020/7/4, , 42, 7
2020/7/5, , 43, 7
2020/7/6, , 13, 
2020/7/8, , 32, 8
2020/7/9, , 27, 7
2020/7/10, , 18, 10
2020/7/11, , 41, 7
2020/7/12, , 28, 4
2020/7/13, , 33, 9
2020/7/14, , 44, 11
2020/7/15, , 54, 8
2020/7/16, , 52, 8
2020/7/17, , 43, 7
2020/7/18, , 54, 9
2020/7/19, , 47, 8
2020/7/20, , 19, 13
2020/7/21, , 60, 10
2020/7/22, , 56, 12
2020/7/23, , 50, 10
2020/7/24, , 64, 12
2020/7/25, , 54, 11
2020/7/26, , 63, 6
2020/7/27, , 43, 8
2020/7/28, , 35, 12
2020/7/29, , 45, 12
2020/7/30, , 38, 12
2020/7/31, , 45, 10
2020/8/1, , 35, 14
2020/8/2, , 34, 7
2020/8/3, , 33, 10
2020/8/4, , 36, 14
2020/8/5, , 44, 10
2020/8/6, , 38, 10
2020/8/7, , 36, 9
2020/8/8, , 32, 7
2020/8/9, , 23, 5
2020/8/10, , 21, 10
2020/8/11, , 21, 10
2020/8/12, , 32, 9
2020/8/13, , 30, 11
2020/8/14, , 37, 9
2020/8/15, , 40, 10
2020/8/16, , 35, 8
2020/8/17, , 36, 10
2020/8/18, , 29, 10
2020/8/19, , 38, 9
2020/8/20, , 37, 10
2020/8/21, , 38, 11
2020/8/22, , 57, 11
2020/8/23, , 41, 8
2020/8/24, , 33, 7
2020/8/25, , 34, 6
2020/8/26, , 25, 6
2020/8/27, , 22, 9
2020/8/28, , 12, 6
2020/8/29, , 29, 9
2020/8/30, , 37, 6
2020/8/31, , 21, 6
2020/9/1, , 24, 10
2020/9/2, , 39, 10
2020/9/3, , 49, 10
2020/9/4, , 36, 7
2020/9/5, , 26, 6
2020/9/6, , 24, 5
2020/9/7, , 23, 7
2020/9/8, , 30, 8
2020/9/9, , 40, 10
2020/9/10, , 38, 10
2020/9/11, , 24, 10
2020/9/12, , 31, 7
2020/9/13, , 35, 6
2020/9/14, , 28, 9
2020/9/15, , 32, 8
2020/9/16, , 31, 6
2020/9/17, , 26, 8
2020/9/18, , 28, 7
2020/9/19, , 30, 8
2020/9/20, , 26, 5
2020/9/21, , 34, 7
2020/9/22, , 37, 7
2020/9/23, , 41, 14
2020/9/24, , 41, 9
2020/9/25, , 44, 9
2020/9/26, , 44, 10
2020/9/27, , 40, 9
2020/9/28, , 39, 11
2020/9/29, , 39, 8
2020/9/30, , 27, 9
2020/10/1, , 42, 10
2020/4/2, , 44, 8
2020/4/3, , 41, 12
2020/4/4, , 38, 8
2020/4/5, , 14, 16
2020/4/6, , 14, 4
2020/4/7, , 28, 10
2020/4/8, , 87, 
2020/4/16, , 28, 15
2020/4/17, , 113, 12
2020/4/29, , 24, 10
2020/4/30, , 50, 6
2020/5/1, , 48, 9
2020/5/2, , 52, 10
2020/5/3, , 63, 6
2020/5/4, , 59, 8
2020/5/5, , 62, 6
2020/5/6, , 45, 9
2020/5/7, , 49, 7
2020/5/8, , 51, 10
2020/5/9, , 52, 8
2020/5/10, , 59, 4
2020/5/11, , 54, 5
2020/5/12, , 59, 8
2020/5/13, , 62, 13
2020/5/14, , 71, 13
2020/5/15, , 60, 13
2020/5/16, , 52, 12
2020/5/17, , 45, 11
2020/5/18, , 52, 7
2020/5/19, , 69, 10
2020/5/20, , 75, 10
2020/5/21, , 60, 9
2020/5/22, , 44, 8
2020/5/23, , 41, 11
2020/5/24, , 45, 7
2020/5/25, , 49, 8
2020/5/26, , 67, 11
2020/5/27, , 62, 6
2020/5/28, , 77, 9
2020/5/29, , 63, 8
2020/5/30, , 38, 5
2020/5/31, , 35, 4
2020/6/1, , 39, 6
2020/6/2, , 45, 5
2020/6/3, , 38, 6
2020/6/4, , 29, 5
2020/6/5, , 33, 5
2020/6/6, , 39, 6
2020/6/7, , 38, 4
2020/6/8, , 47, 5
2020/6/9, , 50, 9
2020/6/10, , 52, 10
2020/6/11, , 41, 6
2020/6/12, , 28, 5
2020/6/13, , 25, 7
2020/6/14, , 47, 5
2020/6/15, , 50, 6
2020/6/16, , 49, 7
2020/6/17, , 52, 7
2020/6/18, , 40, 7
2020/6/19, , 41, 7
2020/6/20, , 38, 7
2020/6/21, , 37, 5
2020/6/22, , 43, 7
2020/6/23, , 45, 11
2020/6/24, , 43, 12
2020/6/25, , 29, 10
2020/6/26, , 23, 13
2020/6/27, , 27, 10
2020/6/28, , 46, 7
2020/6/29, , 50, 9
2020/6/30, , 54, 11
2020/7/1, , 66, 9
2020/1/7, , 37, 
2020/2/3, , 23, 8
2020/2/23, , 62, 8
2020/3/16, , 33, 16
2020/3/20, , 63, 18
2020/3/23, , 69, 15
2020/3/26, , 56, 16
2020/3/27, , 35, 9
2020/3/28, , 45, 13
2020/3/29, , 43, 5
2020/3/30, , 45, 10
2020/3/31, , 51, 9
2020/4/1, , 43, 7
2019/12/8, , 47, 3
2019/7/1, , 49, 7
2019/7/15, , 44, 12
2019/7/21, , 54, 7
2019/7/26, , 50, 6
2019/7/29, , 33, 11
2019/8/26, , 38, 8
2019/4/1, , 40, 
2019/6/16, , 64, 7
2019/1/1, , 45, 10
2019/2/25, , 27, 
2019/3/20, , 30, 
2018/10/9, , 31, 5
2018/11/7, , 21, 18
2018/11/11, , 39, 11
2018/7/1, , 26, 3
2018/7/5, , 22, 4
2018/7/9, , 24, 6
2018/7/16, , 25, 8
2018/7/17, , 30, 12
2018/7/30, , 32, 10
2018/8/3, , 24, 5
2018/8/28, , 25, 8
2018/9/2, , 20, 9
2018/9/10, , 27, 
2018/4/9, , 35, 
2018/6/4, , 30, 6
2018/6/24, , 10, 15
2018/1/8, , 27, 5
2018/2/19, , 26, 7
2018/3/20, , 19, 5
2017/10/9, , 19, 16
2017/11/7, , 10, 18
2017/12/5, , 43, 26
2017/12/16, , 6, 17
2017/7/4, , 18, 16
2017/7/18, , 14, 17
2017/8/7, , 32, 5
2017/8/24, , 5, 16
2017/8/30, , 21, 10
2017/9/18, , 5, 16
2016/7/27, , 41, 4
2015/5/5, , 59, 14
2015/1/1, , 55, 5
2014/9/22, , 34, 9
2024/2/14, , , 4
2024/3/4, , , 4
2023/11/9, , , 7
2023/7/26, , , 6
2023/7/27, , , 5
2023/7/28, , , 5
2023/7/29, , , 4
2023/7/30, , , 3
2023/7/31, , , 3
2023/8/1, , , 3
2023/8/11, , , 7
2023/8/22, , , 4
2023/9/12, , , 6
2022/6/16, , , 4
2022/6/17, , , 5
2021/2/22, , , 9
2020/7/7, , , 8
2020/4/13, , , 7
2020/4/14, , , 15
2020/4/15, , , 6
2020/4/19, , , 5
2020/4/20, , , 8
2020/4/21, , , 12
2020/4/22, , , 7
2020/4/23, , , 10
2020/4/24, , , 11
2020/4/25, , , 11
2020/4/26, , , 6
2020/4/27, , , 6
2020/4/28, , , 11
2017/10/3, , , 23
